Origin,Destination,Cost_FTL,Cost_LTL
FAC025,Sacramento,4723.786132,400.017516
FAC025,San Antonio,1153.463037,85.6675729
FAC025,San Diego,3789.100954,316.6398361
FAC025,San Francisco,4719.9205,399.6726861
FAC025,San Jose,4638.761221,392.4329517
FAC025,Seattle,5774.875253,493.7788963
FAC025,Tucson,2962.358592,242.8910898
FAC025,Tulsa,1693.125957,140.1243746
FAC025,Virginia Beach,3505.880923,329.874529
FAC025,Washington,4520.415741,365.9278426
FAC025,Wichita,1692.482716,160.6342385
FAC026,Albuquerque,1960,170
FAC026,Arlington,2400.425241,211.4971806
FAC026,Atlanta,2633.031869,264.6404496
FAC026,Austin,2711.439116,242.8812544
FAC026,Baltimore,5265.208527,429.1736717
FAC026,Boston,6026.789469,493.8451065
FAC026,Charlotte,2840.9046,288.9814866
FAC026,Chicago,2284.888023,234.0701817
FAC026,Cleveland,2769.782055,294.1787766
FAC026,Colorado Springs,1590,130
FAC026,Columbus,2667.975871,281.5586446
FAC026,Dallas,2382.311352,209.6693276
FAC026,Denver,800.0846962,50.01049914
FAC026,Detroit,2681.158564,283.192802
FAC026,El Paso,2570,220
FAC026,Fort Worth,2370.776839,208.5053924
FAC026,Fresno,3850,330
FAC026,Houston,2814.545965,253.2856551
FAC026,Indianapolis,2408.899759,249.4429656
FAC026,Jacksonville,3081.224657,317.1219711
FAC026,Kansas City,1693.834287,160.8017824
FAC026,Las Vegas,3010,230
FAC026,Long Beach,4530,340
FAC026,Los Angeles,4060,290
FAC026,Louisville,2449.569864,254.4845267
FAC026,Memphis,2227.226155,217.1222791
FAC026,Mesa,2910,210
FAC026,Miami,3494.303932,365.4918456
FAC026,Milwaukee,2345.482943,241.5816692
FAC026,Minneapolis,2155.670545,218.0520819
FAC026,Nashville,2308.419524,226.6296867
FAC026,New Orleans,2630.823902,264.3819058
FAC026,New York,5523.510003,451.1079483
FAC026,Oakland,4660,350
FAC026,Oklahoma City,2018.567164,172.964295
FAC026,Omaha,2310,190
FAC026,Philadelphia,5395.401729,440.2293332
FAC026,Phoenix,3320,240
FAC026,Portland,4080,330
FAC026,Raleigh,4067.662413,387.9806817
FAC026,Sacramento,4080,320
FAC026,San Antonio,2855.506065,257.4188944
FAC026,San Diego,4030,300
FAC026,San Francisco,4880,370
FAC026,San Jose,4380,350
FAC026,Seattle,4880,360
FAC026,Tucson,3020,250
FAC026,Tulsa,2044.106594,175.5414512
FAC026,Virginia Beach,4257.951284,407.6626298
FAC026,Washington,5256.054731,428.3963556
FAC026,Wichita,2240,180
FAC027,Albuquerque,1749.88728,134.7337686
FAC027,Arlington,2691.074417,240.8262746
FAC027,Atlanta,3205.728215,331.7008227
FAC027,Austin,2684.494041,240.162256
FAC027,Baltimore,7015.515899,577.805134
FAC027,Boston,7901.294998,653.023147
FAC027,Charlotte,3524.543612,369.032787
FAC027,Chicago,3463.726124,380.2017014
FAC027,Cleveland,3850.559544,428.1544741
FAC027,Colorado Springs,2047.010257,204.5822991
FAC027,Columbus,3645.790109,402.7707776
FAC027,Dallas,2715.482444,243.2892622
FAC027,Denver,2150.865436,217.4564293
FAC027,Detroit,3841.319216,427.0090215
FAC027,El Paso,1633.443382,136.2046707
FAC027,Fort Worth,2658.542081,237.5434718
FAC027,Fresno,2017.184451,158.5777522
FAC027,Houston,2911.886946,263.1082282
FAC027,Indianapolis,3386.713998,370.6550987
FAC027,Jacksonville,3459.831238,361.4552357
FAC027,Kansas City,2806.25948,298.7006033
FAC027,Las Vegas,1906.823919,148.7331485
FAC027,Long Beach,1570.736709,118.7528166
FAC027,Los Angeles,1555.169737,117.3641801
FAC027,Louisville,3415.20587,374.1870177
FAC027,Memphis,2717.9062,274.5788827
FAC027,Mesa,832.2355899,52.87554436
FAC027,Miami,3872.910514,409.8251101
FAC027,Milwaukee,3576.092187,394.1308606
FAC027,Minneapolis,3453.063229,378.8799041
FAC027,Nashville,2991.95996,306.6694444
FAC027,New Orleans,2780.916669,281.9571479
FAC027,New York,7333.222474,604.7839342
FAC027,Oakland,2308.219636,184.5392621
FAC027,Oklahoma City,2613.396145,232.9878443
FAC027,Omaha,2948.717381,316.3600168
FAC027,Philadelphia,7145.708937,588.8607816
FAC027,Phoenix,800.7345152,50.06552171
FAC027,Portland,3520.853713,292.7111026
FAC027,Raleigh,5128.374458,497.6921924
FAC027,Sacramento,2333.504103,186.7947383
FAC027,San Antonio,2563.293851,227.9320759
FAC027,San Diego,1616.596273,122.8436744
FAC027,San Francisco,2329.638472,186.4499084
FAC027,San Jose,2248.479192,179.210174
FAC027,Seattle,3871.791479,324.0161638
FAC027,Tucson,1028.722303,70.40295007
FAC027,Tulsa,2796.659889,251.4807905
FAC027,Virginia Beach,5465.331818,532.5443478
FAC027,Washington,7006.362103,577.0278179
FAC027,Wichita,2524.802524,263.8105426
FAC028,Albuquerque,4122.286176,346.3612989
FAC028,Arlington,2691.957013,240.9153365
FAC028,Atlanta,1121.058018,87.59456588
FAC028,Austin,2984.170449,270.4022783
FAC028,Baltimore,1914.658068,144.6538084
FAC028,Boston,2980.286867,235.1441812
FAC028,Charlotte,800.5667055,50.06635888
FAC028,Chicago,1942.825533,191.6673179
FAC028,Cleveland,1567.674931,145.1627745
FAC028,Colorado Springs,3202.263239,347.7901526
FAC028,Columbus,1474.66407,133.6329313
FAC028,Dallas,2657.87919,237.4765801
FAC028,Denver,3122.821706,337.9423949
FAC028,Detroit,1775.339087,170.9053075
FAC028,El Paso,4030.982794,384.1868372
FAC028,Fort Worth,2711.722467,242.909847
FAC028,Fresno,5994.070477,513.3319925
FAC028,Houston,2667.530882,238.4505219
FAC028,Indianapolis,1672.007044,158.0960264
FAC028,Jacksonville,1298.135239,108.329576
FAC028,Kansas City,2229.66572,227.2246963
FAC028,Las Vegas,5521.337924,471.162346
FAC028,Long Beach,5746.021148,491.2049939
FAC028,Los Angeles,5720.077327,488.8907007
FAC028,Louisville,1507.160064,137.6612105
FAC028,Memphis,1612.760236,145.1708617
FAC028,Mesa,5059.197774,429.9375845
FAC028,Miami,1747.381718,160.9344803
FAC028,Milwaukee,2075.021902,208.054688
FAC028,Minneapolis,2550.150001,266.952675
FAC028,Nashville,1336.684965,112.8435894
FAC028,New Orleans,1731.563411,159.082222
FAC028,New York,2412.214344,186.9049684
FAC028,Oakland,6330.31907,543.3267203
FAC028,Oklahoma City,2762.258173,248.0093505
FAC028,Omaha,2504.27452,261.2658434
FAC028,Philadelphia,2182.530129,167.4007937
FAC028,Phoenix,5063.871699,430.3545175
FAC028,Portland,6512.588188,559.5858593
FAC028,Raleigh,1130.145587,84.1476005
FAC028,Sacramento,6318.447926,542.2677666
FAC028,San Antonio,3018.100655,273.8261387
FAC028,San Diego,5659.158189,483.4564684
FAC028,San Francisco,6351.738031,545.2373779
FAC028,San Jose,6281.939479,539.0110661
FAC028,Seattle,6577.699743,565.3940721
FAC028,Tucson,4832.415827,409.7077221
FAC028,Tulsa,2647.365116,236.4156164
FAC028,Virginia Beach,1500.086998,122.4113605
FAC028,Washington,1814.545228,136.1524914
FAC028,Wichita,2527.664492,264.1653189
FAC029,Albuquerque,3729.542756,311.3270051
FAC029,Arlington,2250.046494,196.3226238
FAC029,Atlanta,800.8965216,50.10497897
FAC029,Austin,2542.259929,225.8095656
FAC029,Baltimore,2554.114971,198.9547935
FAC029,Boston,3619.743606,289.4451524
FAC029,Charlotte,1119.986156,87.46905527
FAC029,Chicago,1833.069294,178.0616785
FAC029,Cleveland,1853.116613,180.5467909
FAC029,Colorado Springs,2964.51063,318.3177848
FAC029,Columbus,1644.855855,154.7303018
FAC029,Dallas,2215.968559,192.8838562
FAC029,Denver,2885.069189,308.4700384
FAC029,Detroit,1873.949642,183.1293018
FAC029,El Paso,3554.050398,334.8567915
FAC029,Fort Worth,2269.811836,198.3171231
FAC029,Fresno,5601.326931,478.2976874
FAC029,Houston,2225.620251,193.857798
FAC029,Indianapolis,1595.327756,148.5906831
FAC029,Jacksonville,1249.363627,102.6186219
FAC029,Kansas City,1991.913203,197.7523399
FAC029,Las Vegas,5194.715955,442.0263517
FAC029,Long Beach,5331.028478,454.1859775
FAC029,Los Angeles,5315.461507,452.797341
FAC029,Louisville,1427.752656,127.817683
FAC029,Memphis,1402.688462,120.5723259
FAC029,Mesa,4559.150154,385.3313242
FAC029,Miami,1662.442822,150.988487
FAC029,Milwaukee,1965.265663,194.4490487
FAC029,Minneapolis,2439.89606,253.2853394
FAC029,Nashville,1127.740372,88.37704183
FAC029,New Orleans,1411.676232,121.6247566
FAC029,New York,3051.671083,241.2059396
FAC029,Oakland,5937.575524,508.2924153
FAC029,Oklahoma City,2472.05285,218.7250451
FAC029,Omaha,2266.521911,231.7934757
FAC029,Philadelphia,2821.986868,221.701765
FAC029,Phoenix,4564.446104,385.8037442
FAC029,Portland,6185.966219,530.4498651
FAC029,Raleigh,1599.226516,132.6655537
FAC029,Sacramento,5925.704507,507.2334727
FAC029,San Antonio,2576.190024,229.2334148
FAC029,San Diego,5159.110569,438.850208
FAC029,San Francisco,5958.994485,510.2030728
FAC029,San Jose,5889.196059,503.9767723
FAC029,Seattle,6300.721651,540.6865115
FAC029,Tucson,4332.368333,365.101473
FAC029,Tulsa,2357.159905,207.1313223
FAC029,Virginia Beach,1968.165875,170.8256695
FAC029,Washington,2454.002132,190.4534766
FAC029,Wichita,2289.911883,234.6929511
FAC030,Albuquerque,2128.212005,168.4818569
FAC030,Arlington,835.0221777,53.53405009
FAC030,Atlanta,1825.668813,170.1015754
FAC030,Austin,1152.720505,85.59264481
FAC030,Baltimore,4413.923821,356.8848311
FAC030,Boston,5479.552457,447.37519
FAC030,Charlotte,2144.484211,207.4335397
FAC030,Chicago,2200.011385,223.5486757
FAC030,Cleveland,2543.157565,266.0858763
FAC030,Colorado Springs,2184.636973,221.6428278
FAC030,Columbus,2334.896899,240.2693985
FAC030,Dallas,800.5129968,50.05176595
FAC030,Denver,2105.19544,211.7950701
FAC030,Detroit,2563.990594,268.6683872
FAC030,El Paso,2035.103061,177.7491129
FAC030,Fort Worth,858.4796304,55.90111627
FAC030,Fresno,3999.996307,335.4525504
FAC030,Houston,1230.873397,93.47896864
FAC030,Indianapolis,2122.999258,214.0020729
FAC030,Jacksonville,2128.462804,205.5574992
FAC030,Kansas City,1619.835635,151.628737
FAC030,Las Vegas,3255.022178,268.9978597
FAC030,Long Beach,3738.463144,312.1227396
FAC030,Los Angeles,3722.896172,310.7341031
FAC030,Louisville,2030.148687,202.4920996
FAC030,Memphis,1391.924414,119.3119004
FAC030,Mesa,2966.584945,243.2680975
FAC030,Miami,2541.54208,253.9273737
FAC030,Milwaukee,2312.377447,237.4778348
FAC030,Minneapolis,2266.639384,231.8080378
FAC030,Nashville,1665.978174,151.4024621
FAC030,New Orleans,1486.246102,130.35658
FAC030,New York,4911.480097,399.1359911
FAC030,Oakland,4336.244899,365.4472783
FAC030,Oklahoma City,1173.23671,87.66291284
FAC030,Omaha,1872.723868,182.977352
FAC030,Philadelphia,4681.795719,379.6318025
FAC030,Phoenix,2971.88077,243.7405064
FAC030,Portland,5139.318879,437.0847096
FAC030,Raleigh,3126.690638,290.65414
FAC030,Sacramento,4324.373756,364.3883245
FAC030,San Antonio,1296.787565,100.1302961
FAC030,San Diego,3566.54536,296.7869814
FAC030,San Francisco,4357.663735,367.3579246
FAC030,San Jose,4287.865309,361.1316241
FAC030,Seattle,5288.41076,450.3843055
FAC030,Tucson,2739.802999,223.0382351
FAC030,Tulsa,1264.559018,96.87814817
FAC030,Virginia Beach,3488.373839,328.0637372
FAC030,Washington,4313.810982,348.3835141
FAC030,Wichita,1338.378679,116.7386763
FAC031,Albuquerque,2859.210486,233.6898636
FAC031,Arlington,2440,180
FAC031,Atlanta,2240,160
FAC031,Austin,2870,220
FAC031,Baltimore,3870,320
FAC031,Boston,5290,390
FAC031,Charlotte,2570,210
FAC031,Chicago,2750,200
FAC031,Cleveland,3050,250
FAC031,Colorado Springs,2506.151423,261.4985087
FAC031,Columbus,2470,190
FAC031,Dallas,2590,190
FAC031,Denver,2426.70989,251.650751
FAC031,Detroit,3180,240
FAC031,El Paso,2920.17461,269.2937854
FAC031,Fort Worth,2720,200
FAC031,Fresno,4730.994787,400.6605571
FAC031,Houston,2950,220
FAC031,Indianapolis,2110,160
FAC031,Jacksonville,2680,220
FAC031,Kansas City,2140,170
FAC031,Las Vegas,3986.020659,334.2058664
FAC031,Long Beach,4482.945458,378.5335586
FAC031,Los Angeles,4457.001637,376.2192653
FAC031,Louisville,1960,160
FAC031,Memphis,800.8053639,50.09430478
FAC031,Mesa,3831.399301,320.4130189
FAC031,Miami,4520,340
FAC031,Milwaukee,2790,230
FAC031,Minneapolis,3340,240
FAC031,Nashville,1600,120
FAC031,New Orleans,1970,160
FAC031,New York,4880,360
FAC031,Oakland,5067.24338,430.655285
FAC031,Oklahoma City,2390,200
FAC031,Omaha,1843.552596,179.3612131
FAC031,Philadelphia,4060,310
FAC031,Phoenix,3800.796009,317.6830821
FAC031,Portland,5581.012131,476.4855255
FAC031,Raleigh,3120,250
FAC031,Sacramento,5055.372237,429.5963312
FAC031,San Antonio,2930,230
FAC031,San Diego,4494.513067,379.5654359
FAC031,San Francisco,5088.662341,432.5659425
FAC031,San Jose,5018.86379,426.3396308
FAC031,Seattle,5719.650619,488.8526366
FAC031,Tucson,3667.770706,305.8166896
FAC031,Tulsa,1860,150
FAC031,Virginia Beach,3710,310
FAC031,Washington,3800,290
FAC031,Wichita,1659.893128,156.5943572
FAC032,Albuquerque,2404.949281,193.1679357
FAC032,Arlington,3358.847904,308.2105752
FAC032,Atlanta,3689.111622,388.3030202
FAC032,Austin,3352.267639,307.5465677
FAC032,Baltimore,7869.048317,650.2848443
FAC032,Boston,8724.70562,722.9449944
FAC032,Charlotte,3946.878,418.4863968
FAC032,Chicago,3792.086535,420.9060237
FAC032,Cleveland,4276.980659,481.0146299
FAC032,Colorado Springs,2412.262814,249.8598578
FAC032,Columbus,4122.618445,461.8795299
FAC032,Dallas,3383.255931,310.6735627
FAC032,Denver,2314.246848,237.7095701
FAC032,Detroit,4188.357168,470.0286553
FAC032,El Paso,2354.138563,210.7475756
FAC032,Fort Worth,3326.315568,304.9277723
FAC032,Fresno,1265.515225,91.52583172
FAC032,Houston,3579.660544,330.4925399
FAC032,Indianapolis,3863.542333,429.763851
FAC032,Jacksonville,3943.214645,418.0574331
FAC032,Kansas City,3203.729081,347.9718617
FAC032,Las Vegas,1349.390225,99.00781933
FAC032,Long Beach,848.5500222,54.33085739
FAC032,Los Angeles,801.1712778,50.10448269
FAC032,Louisville,3892.034206,433.29577
FAC032,Memphis,3136.958186,323.6481368
FAC032,Mesa,1584.629277,119.9920896
FAC032,Miami,4356.293921,466.4273076
FAC032,Milwaukee,3852.681547,428.4175226
FAC032,Minneapolis,3662.869058,404.8879239
FAC032,Nashville,3411.011946,355.7386985
FAC032,New Orleans,3264.300076,338.5593454
FAC032,New York,8186.754892,677.2636445
FAC032,Oakland,1556.55041,117.4873416
FAC032,Oklahoma City,3192.298624,291.4042674
FAC032,Omaha,3108.374264,336.1514563
FAC032,Philadelphia,7999.241354,661.340492
FAC032,Phoenix,1554.025985,117.2621528
FAC032,Portland,2769.184612,225.6591933
FAC032,Raleigh,5753.155413,562.3145023
FAC032,Sacramento,1581.834876,119.7428178
FAC032,San Antonio,3231.067449,295.3163877
FAC032,San Diego,1048.302463,72.14957909
FAC032,San Francisco,1577.969371,119.3979992
FAC032,San Jose,1496.809965,112.1582535
FAC032,Seattle,3120.122252,256.9642433
FAC032,Tucson,1784.346902,137.8077056
FAC032,Tulsa,3375.562368,309.8972136
FAC032,Virginia Beach,6090.112774,597.1666578
FAC032,Washington,7859.89452,649.5075282
FAC032,Wichita,3001.630859,322.9192949
FAC033,Albuquerque,4425.992753,373.4531481
FAC033,Arlington,4782.55912,451.8757346
FAC033,Atlanta,4319.605782,462.1312784
FAC033,Austin,5093.572995,483.2598084
FAC033,Baltimore,8228.027631,680.7684161
FAC033,Boston,8895.450491,737.4441962
FAC033,Charlotte,4495.720651,482.753601
FAC033,Chicago,3865.516306,430.0085493
FAC033,Cleveland,4372.367863,492.8390501
FAC033,Colorado Springs,2879.17069,307.7388468
FAC033,Columbus,4380.854868,493.891119
FAC033,Dallas,4764.445342,450.0478928
FAC033,Denver,2777.98215,295.1952794
FAC033,Detroit,4283.744372,481.8530755
FAC033,El Paso,4563.984922,439.3162845
FAC033,Fort Worth,4752.910829,448.8839576
FAC033,Fresno,2684.958945,218.1459248
FAC033,Houston,5196.679844,493.6642091
FAC033,Indianapolis,4134.747639,463.3830931
FAC033,Jacksonville,4767.79865,514.6128093
FAC033,Kansas City,3612.299352,398.6191853
FAC033,Las Vegas,3369.022483,279.1671457
FAC033,Long Beach,3166.036491,261.0599782
FAC033,Los Angeles,3119.19707,256.8817133
FAC033,Louisville,4302.631332,484.1943471
FAC033,Memphis,3944.901837,418.2549963
FAC033,Mesa,3901.579062,326.6733361
FAC033,Miami,5180.877926,562.9826838
FAC033,Milwaukee,3759.614054,416.8806592
FAC033,Minneapolis,3262.261649,355.2276953
FAC033,Nashville,3994.993437,424.1205155
FAC033,New Orleans,4355.186842,466.2976733
FAC033,New York,8392.171189,694.7070519
FAC033,Oakland,2441.783886,196.4537308
FAC033,Oklahoma City,4400.701155,413.3428602
FAC033,Omaha,3343.279909,365.2709078
FAC033,Philadelphia,8308.83848,687.6306592
FAC033,Phoenix,3870.975896,323.9434104
FAC033,Portland,1152.951272,81.48467411
FAC033,Raleigh,6436.386859,632.9824602
FAC033,Sacramento,2340.080427,187.3813729
FAC033,San Antonio,5237.640055,497.7974597
FAC033,San Diego,3367.176642,279.0024893
FAC033,San Francisco,2451.511311,197.3214562
FAC033,San Jose,2522.424581,203.6472053
FAC033,Seattle,800.8887961,50.07928419
FAC033,Tucson,4101.296813,344.4889633
FAC033,Tulsa,4426.240474,415.9200052
FAC033,Virginia Beach,6626.67585,652.6644208
FAC033,Washington,8257.163053,683.2425189
FAC033,Wichita,3532.451332,388.7210385
FAC034,Albuquerque,4425.992753,373.4531481
FAC034,Arlington,4782.55912,451.8757346
FAC034,Atlanta,4319.605782,462.1312784
FAC034,Austin,5093.572995,483.2598084
FAC034,Baltimore,8228.027631,680.7684161
FAC034,Boston,8895.450491,737.4441962
FAC034,Charlotte,4495.720651,482.753601
FAC034,Chicago,3865.516306,430.0085493
FAC034,Cleveland,4372.367863,492.8390501
FAC034,Colorado Springs,2879.17069,307.7388468
FAC034,Columbus,4380.854868,493.891119
FAC034,Dallas,4764.445342,450.0478928
FAC034,Denver,2777.98215,295.1952794
FAC034,Detroit,4283.744372,481.8530755
FAC034,El Paso,4563.984922,439.3162845
FAC034,Fort Worth,4752.910829,448.8839576
FAC034,Fresno,2684.958945,218.1459248
FAC034,Houston,5196.679844,493.6642091
FAC034,Indianapolis,4134.747639,463.3830931
FAC034,Jacksonville,4767.79865,514.6128093
FAC034,Kansas City,3612.299352,398.6191853
FAC034,Las Vegas,3369.022483,279.1671457
FAC034,Long Beach,3166.036491,261.0599782
FAC034,Los Angeles,3119.19707,256.8817133
FAC034,Louisville,4302.631332,484.1943471
FAC034,Memphis,3944.901837,418.2549963
FAC034,Mesa,3901.579062,326.6733361
FAC034,Miami,5180.877926,562.9826838
FAC034,Milwaukee,3759.614054,416.8806592
FAC034,Minneapolis,3262.261649,355.2276953
FAC034,Nashville,3994.993437,424.1205155
FAC034,New Orleans,4355.186842,466.2976733
FAC034,New York,8392.171189,694.7070519
FAC034,Oakland,2441.783886,196.4537308
FAC034,Oklahoma City,4400.701155,413.3428602
FAC034,Omaha,3343.279909,365.2709078
FAC034,Philadelphia,8308.83848,687.6306592
FAC034,Phoenix,3870.975896,323.9434104
FAC034,Portland,1152.951272,81.48467411
FAC034,Raleigh,6436.386859,632.9824602
FAC034,Sacramento,2340.080427,187.3813729
FAC034,San Antonio,5237.640055,497.7974597
FAC034,San Diego,3367.176642,279.0024893
FAC034,San Francisco,2451.511311,197.3214562
FAC034,San Jose,2522.424581,203.6472053
FAC034,Seattle,800.8887961,50.07928419
FAC034,Tucson,4101.296813,344.4889633
FAC034,Tulsa,4426.240474,415.9200052
FAC034,Virginia Beach,6626.67585,652.6644208
FAC034,Washington,8257.163053,683.2425189
FAC034,Wichita,3532.451332,388.7210385
FAC035,Albuquerque,3765.228707,314.5103356
FAC035,Arlington,2696.056211,241.3289821
FAC035,Atlanta,1541.998446,136.8849488
FAC035,Austin,3013.754539,273.3875768
FAC035,Baltimore,1926.787523,145.6838096
FAC035,Boston,2812.566622,220.9018226
FAC035,Charlotte,1393.705919,119.5205073
FAC035,Chicago,1319.529504,114.4020887
FAC035,Cleveland,1009.144453,75.92603405
FAC035,Colorado Springs,2746.172143,291.2520368
FAC035,Columbus,800.6969655,50.08639747
FAC035,Dallas,2661.84732,237.8769999
FAC035,Denver,2666.73061,281.4042791
FAC035,Detroit,1102.626941,87.51434123
FAC035,El Paso,4043.625627,385.49451
FAC035,Fort Worth,2719.513775,243.6960595
FAC035,Fresno,5637.013008,481.4810291
FAC035,Houston,3010.181278,273.0270029
FAC035,Indianapolis,1058.791672,82.08041904
FAC035,Jacksonville,1890.960979,177.7470179
FAC035,Kansas City,1773.574624,170.6865806
FAC035,Las Vegas,4894.764655,415.2694885
FAC035,Long Beach,5388.963679,459.3540306
FAC035,Los Angeles,5363.019858,457.0397373
FAC035,Louisville,1106.292826,87.96877287
FAC035,Memphis,1558.272642,138.7905899
FAC035,Mesa,4737.417522,401.2334909
FAC035,Miami,2340.207457,230.3519222
FAC035,Milwaukee,1451.725873,130.7894588
FAC035,Minneapolis,1926.853971,189.6874458
FAC035,Nashville,1294.41118,107.893504
FAC035,New Orleans,1989.18458,189.2485952
FAC035,New York,2244.494099,172.6626098
FAC035,Oakland,5782.525196,494.461302
FAC035,Oklahoma City,2447.043134,216.2013417
FAC035,Omaha,1964.183345,194.314882
FAC035,Philadelphia,2056.980561,156.7394572
FAC035,Phoenix,4706.81423,398.5035541
FAC035,Portland,5770.616598,493.3990071
FAC035,Raleigh,1799.091166,153.3379433
FAC035,Sacramento,5622.48283,480.1848787
FAC035,San Antonio,3157.821599,287.9252281
FAC035,San Diego,5489.218343,468.2971501
FAC035,San Francisco,5792.252747,495.3290386
FAC035,San Jose,5863.165891,501.6547765
FAC035,Seattle,5721.422053,489.0106556
FAC035,Tucson,4789.503121,405.879736
FAC035,Tulsa,2260.649315,197.3925431
FAC035,Virginia Beach,1989.380156,173.0199039
FAC035,Washington,1917.633727,144.9064935
FAC035,Wichita,2071.573396,207.6272031
FAC036,Albuquerque,3729.542756,311.3270051
FAC036,Arlington,2250.046494,196.3226238
FAC036,Atlanta,800.8965216,50.10497897
FAC036,Austin,2542.259929,225.8095656
FAC036,Baltimore,2554.114971,198.9547935
FAC036,Boston,3619.743606,289.4451524
FAC036,Charlotte,1119.986156,87.46905527
FAC036,Chicago,1833.069294,178.0616785
FAC036,Cleveland,1853.116613,180.5467909
FAC036,Colorado Springs,2964.51063,318.3177848
FAC036,Columbus,1644.855855,154.7303018
FAC036,Dallas,2215.968559,192.8838562
FAC036,Denver,2885.069189,308.4700384
FAC036,Detroit,1873.949642,183.1293018
FAC036,El Paso,3554.050398,334.8567915
FAC036,Fort Worth,2269.811836,198.3171231
FAC036,Fresno,5601.326931,478.2976874
FAC036,Houston,2225.620251,193.857798
FAC036,Indianapolis,1595.327756,148.5906831
FAC036,Jacksonville,1249.363627,102.6186219
FAC036,Kansas City,1991.913203,197.7523399
FAC036,Las Vegas,5194.715955,442.0263517
FAC036,Long Beach,5331.028478,454.1859775
FAC036,Los Angeles,5315.461507,452.797341
FAC036,Louisville,1427.752656,127.817683
FAC036,Memphis,1402.688462,120.5723259
FAC036,Mesa,4559.150154,385.3313242
FAC036,Miami,1662.442822,150.988487
FAC036,Milwaukee,1965.265663,194.4490487
FAC036,Minneapolis,2439.89606,253.2853394
FAC036,Nashville,1127.740372,88.37704183
FAC036,New Orleans,1411.676232,121.6247566
FAC036,New York,3051.671083,241.2059396
FAC036,Oakland,5937.575524,508.2924153
FAC036,Oklahoma City,2472.05285,218.7250451
FAC036,Omaha,2266.521911,231.7934757
FAC036,Philadelphia,2821.986868,221.701765
FAC036,Phoenix,4564.446104,385.8037442
FAC036,Portland,6185.966219,530.4498651
FAC036,Raleigh,1599.226516,132.6655537
FAC036,Sacramento,5925.704507,507.2334727
FAC036,San Antonio,2576.190024,229.2334148
FAC036,San Diego,5159.110569,438.850208
FAC036,San Francisco,5958.994485,510.2030728
FAC036,San Jose,5889.196059,503.9767723
FAC036,Seattle,6300.721651,540.6865115
FAC036,Tucson,4332.368333,365.101473
FAC036,Tulsa,2357.159905,207.1313223
FAC036,Virginia Beach,1968.165875,170.8256695
FAC036,Washington,2454.002132,190.4534766
FAC036,Wichita,2289.911883,234.6929511
FAC037,Albuquerque,2404.949281,193.1679357
FAC037,Arlington,3358.847904,308.2105752
FAC037,Atlanta,3689.111622,388.3030202
FAC037,Austin,3352.267639,307.5465677
FAC037,Baltimore,7869.048317,650.2848443
FAC037,Boston,8724.70562,722.9449944
FAC037,Charlotte,3946.878,418.4863968
FAC037,Chicago,3792.086535,420.9060237
FAC037,Cleveland,4276.980659,481.0146299
FAC037,Colorado Springs,2412.262814,249.8598578
FAC037,Columbus,4122.618445,461.8795299
FAC037,Dallas,3383.255931,310.6735627
FAC037,Denver,2314.246848,237.7095701
FAC037,Detroit,4188.357168,470.0286553
FAC037,El Paso,2354.138563,210.7475756
FAC037,Fort Worth,3326.315568,304.9277723
FAC037,Fresno,1265.515225,91.52583172
FAC037,Houston,3579.660544,330.4925399
FAC037,Indianapolis,3863.542333,429.763851
FAC037,Jacksonville,3943.214645,418.0574331
FAC037,Kansas City,3203.729081,347.9718617
FAC037,Las Vegas,1349.390225,99.00781933
FAC037,Long Beach,848.5500222,54.33085739
FAC037,Los Angeles,801.1712778,50.10448269
FAC037,Louisville,3892.034206,433.29577
FAC037,Memphis,3136.958186,323.6481368
FAC037,Mesa,1584.629277,119.9920896
FAC037,Miami,4356.293921,466.4273076
FAC037,Milwaukee,3852.681547,428.4175226
FAC037,Minneapolis,3662.869058,404.8879239
FAC037,Nashville,3411.011946,355.7386985
FAC037,New Orleans,3264.300076,338.5593454
FAC037,New York,8186.754892,677.2636445
FAC037,Oakland,1556.55041,117.4873416
FAC037,Oklahoma City,3192.298624,291.4042674
FAC037,Omaha,3108.374264,336.1514563
FAC037,Philadelphia,7999.241354,661.340492
FAC037,Phoenix,1554.025985,117.2621528
FAC037,Portland,2769.184612,225.6591933
FAC037,Raleigh,5753.155413,562.3145023
FAC037,Sacramento,1581.834876,119.7428178
FAC037,San Antonio,3231.067449,295.3163877
FAC037,San Diego,1048.302463,72.14957909
FAC037,San Francisco,1577.969371,119.3979992
FAC037,San Jose,1496.809965,112.1582535
FAC037,Seattle,3120.122252,256.9642433
FAC037,Tucson,1784.346902,137.8077056
FAC037,Tulsa,3375.562368,309.8972136
FAC037,Virginia Beach,6090.112774,597.1666578
FAC037,Washington,7859.89452,649.5075282
FAC037,Wichita,3001.630859,322.9192949
FAC038,Albuquerque,3036.672703,249.5202076
FAC038,Arlington,3925.126119,365.3530976
FAC038,Atlanta,4100.828617,436.5133773
FAC038,Austin,4036.749925,376.6169351
FAC038,Baltimore,8359.341003,691.9191996
FAC038,Boston,9026.763863,748.5949797
FAC038,Charlotte,4351.00014,465.8074278
FAC038,Chicago,3960.832331,441.824146
FAC038,Cleveland,4445.726456,501.9327523
FAC038,Colorado Springs,2786.200817,296.2140846
FAC038,Columbus,4435.108573,500.6165348
FAC038,Dallas,3941.675304,367.023058
